TotRmsAbvGrd,OverallQual,OverallCond,KitchenAbvGr,GarageCars,BedroomAbvGr,MoSold,HalfBath,Fireplaces,LotArea,EnclosedPorch,PoolArea,SalePrice
6,5,6,1,1,3,6,1,1,7931,0,0,155000
4,5,8,1,1,2,12,0,0,5784,80,0,91300
4,4,5,1,0,2,11,0,0,7879,115,0,34900
10,8,5,1,2,4,5,0,1,12692,291,0,430000
8,7,6,1,1,4,6,0,0,9120,0,0,184000
5,5,7,1,1,3,6,0,0,7800,0,0,130000
5,5,7,1,1,2,6,0,0,7535,0,0,120000
7,6,5,1,1,3,5,1,0,1890,0,0,113000
7,7,5,1,2,3,2,1,0,9803,0,0,226700
6,5,7,1,2,2,4,0,0,9170,184,0,140000
6,7,8,1,2,1,3,0,2,15602,0,0,289000
6,6,5,1,2,3,6,1,1,2308,0,0,147000
10,5,5,2,2,4,7,0,0,7596,0,0,124500
8,8,5,1,2,3,9,1,1,9554,0,0,215000
4,6,5,1,2,2,9,0,0,7862,0,0,208300
7,7,9,1,2,3,10,0,1,9600,116,0,161000
6,5,6,1,1,3,7,0,0,9600,0,0,124500
6,5,7,1,1,2,6,0,2,14559,0,0,164900
6,7,5,1,2,2,3,0,1,6792,0,0,202665
5,5,5,1,2,3,7,0,0,9100,0,0,129900
5,6,5,1,2,3,6,1,0,9187,158,0,134000
5,5,5,1,1,2,6,0,0,10594,112,0,96500
9,10,5,1,3,3,9,1,1,12220,0,0,402861
7,6,6,1,2,3,8,1,1,10448,0,0,158000
7,7,5,1,3,3,7,1,1,10208,0,0,265000
7,6,5,1,2,3,5,1,0,9531,0,0,211000
9,7,9,1,1,3,6,1,2,10918,0,0,234000
7,4,7,2,0,3,8,0,0,10800,210,0,106250
6,6,6,1,1,3,5,1,2,11988,0,0,150000
7,6,7,1,2,3,10,0,2,5000,36,0,159000
11,10,5,1,3,3,10,1,1,40094,0,0,184750
8,7,5,1,3,3,8,1,1,11787,0,0,315750
6,7,5,1,2,3,4,0,1,7500,0,0,176000
4,5,7,1,1,2,6,0,0,13300,156,0,132000
11,9,5,1,3,3,11,1,1,14948,0,0,446261
5,4,7,1,0,2,7,0,0,9098,144,0,86000
9,6,3,2,2,4,3,0,2,32668,200,0,200624
5,6,5,1,2,3,8,0,1,10200,0,0,175000
6,6,8,1,2,3,6,0,0,6155,84,0,128000
5,5,7,1,1,2,4,0,1,7200,0,0,107500
2,1,3,1,0,1,1,0,0,5000,0,0,39300
6,8,5,1,2,3,10,1,1,9056,0,0,178000
5,5,7,1,0,3,1,0,0,7000,148,0,107500
8,7,5,1,2,3,7,1,0,8924,0,0,188000
5,4,5,1,2,3,4,0,0,12735,0,0,111250
7,5,5,1,1,3,7,1,1,11553,0,0,158000
6,8,5,1,2,3,5,0,1,11423,0,0,272000
8,9,5,1,3,2,3,0,1,14601,0,0,315000
8,8,5,1,3,4,6,1,1,11000,0,0,248000
7,7,5,1,2,3,6,0,1,10140,0,0,213250
4,7,5,1,1,1,6,0,0,4058,0,0,133000
7,7,5,1,2,3,9,1,1,17104,0,0,179665
9,7,5,1,3,4,2,1,0,13837,0,0,229000
6,6,7,1,2,3,5,1,1,8737,0,0,210000
5,5,7,1,2,2,4,0,0,7244,0,0,129500
4,5,7,1,2,2,6,0,0,8235,0,0,125000
8,7,5,1,2,4,11,1,1,9375,0,0,263000
4,6,6,1,2,2,10,0,0,4043,0,0,140000
5,5,6,1,1,3,6,0,0,6000,0,0,112500
7,8,5,1,3,3,7,0,1,11146,0,0,255500
5,4,5,1,2,2,5,0,0,8777,0,0,108000
8,7,5,1,3,3,8,1,1,10625,0,0,284000
5,5,6,1,1,2,8,0,1,6380,116,0,113000
6,5,5,1,1,2,5,0,1,14850,0,0,141000
7,4,6,1,1,3,9,1,0,11040,120,0,108000
6,7,5,1,2,3,8,1,1,21872,0,0,175000
7,7,5,1,2,2,10,0,1,3196,0,0,234000
5,5,6,1,2,3,5,1,1,11341,0,0,121500
6,5,5,1,2,2,4,0,1,10010,0,0,170000
6,5,6,1,0,3,7,0,1,13907,0,0,108000
8,6,7,1,2,4,7,0,1,21780,0,0,185000
9,7,5,1,2,4,7,1,1,13346,0,0,268000
6,6,4,1,1,4,5,1,0,6858,136,0,128000
11,9,5,1,3,4,6,1,1,11198,0,0,325000
7,7,5,1,2,3,3,0,0,10171,0,0,214000
5,8,8,1,2,1,9,1,1,12327,0,0,316600
4,5,5,1,2,2,12,0,2,7032,0,0,135960
10,5,5,2,2,6,11,0,0,13101,0,0,142600
4,6,6,1,1,2,10,0,0,7332,0,0,120000
6,7,5,1,2,3,7,1,0,13159,0,0,224500
8,7,5,1,2,3,12,1,1,9967,0,0,170000
5,5,7,1,1,3,12,0,0,10500,0,0,139000
6,5,5,1,1,2,10,0,0,8480,102,0,118500
6,7,7,1,1,3,8,0,1,6292,0,0,145000
6,5,6,1,2,3,5,0,2,11777,240,0,164500
5,7,5,1,2,2,2,0,0,3604,0,0,146000
7,5,5,1,1,4,11,0,0,12150,0,0,131500
7,6,6,1,2,3,6,0,2,14585,0,0,181900
8,8,5,1,3,3,8,1,1,12704,0,0,253293
5,6,5,1,0,3,5,0,0,11841,0,0,118500
9,10,9,1,2,3,7,1,1,13500,0,0,325000
6,4,7,1,1,3,7,0,0,6120,54,0,133000
7,8,5,1,3,2,3,0,2,11443,0,0,369900
5,6,7,1,1,2,5,0,0,10267,112,0,130000
4,5,6,1,2,2,7,0,0,8740,0,0,137000
5,5,8,1,1,1,6,0,2,25095,0,0,143000
4,5,6,1,1,2,8,0,0,9100,0,0,79500
6,7,5,1,2,3,9,1,0,8320,0,0,185900
10,10,5,1,3,3,6,1,1,13478,0,0,451950
4,5,8,1,2,2,6,0,0,6600,0,0,138000
4,6,5,1,2,1,5,0,0,4435,0,0,140000
5,5,6,1,1,3,4,0,0,7990,0,0,110000
7,8,5,1,3,3,8,0,1,11302,0,0,319000
7,6,7,1,1,3,10,0,0,3600,0,0,114504
7,7,5,1,3,2,2,2,1,3922,0,0,194201
7,5,6,1,2,3,3,0,1,12984,0,0,217500
6,6,6,1,2,3,7,1,1,1950,0,0,151000
8,8,5,1,2,3,6,1,1,10927,0,0,275000
6,6,6,1,1,3,12,1,1,9000,0,0,141000
8,8,5,1,2,3,2,1,1,10041,0,0,220000
4,7,5,1,2,2,6,1,0,3182,0,0,151000
6,7,5,1,2,3,9,0,1,12803,0,0,221000
7,7,6,1,2,3,10,1,3,13600,0,0,205000
6,5,5,1,2,3,11,0,0,12464,0,0,152000
8,5,8,1,1,3,8,0,0,7800,0,0,225000
10,8,6,1,2,4,9,1,2,12168,0,0,359100
5,4,5,1,1,3,4,0,0,7943,39,0,118500
8,9,5,1,3,3,5,1,2,11050,0,0,313000
6,6,6,1,2,3,7,0,1,10395,0,0,148000
7,8,5,1,2,3,11,1,1,11885,0,0,261500
6,5,5,1,0,3,12,0,0,8402,0,0,147000
3,4,6,1,0,1,5,0,0,1491,0,0,75500
6,6,7,1,2,3,5,0,0,8800,0,0,137500
7,6,5,1,2,3,6,1,1,7861,0,0,183200
4,6,6,1,2,2,6,0,0,7227,0,0,105500
9,9,5,1,3,3,7,0,1,11694,0,0,314813
10,8,5,1,3,4,8,1,2,12244,0,0,305000
5,3,3,1,0,2,9,0,0,8248,100,0,67000
9,6,7,1,2,4,6,1,1,10800,0,0,240000
6,5,6,1,2,3,7,0,0,7064,0,0,135000
4,6,5,1,2,2,6,1,1,2117,0,0,168500
8,6,5,1,2,4,11,2,1,10400,0,0,165150
5,6,6,1,2,3,2,1,0,10000,0,0,160000
6,5,5,1,1,3,8,0,1,12342,36,0,139900
7,6,6,1,1,3,3,0,2,9600,189,0,153000
9,5,5,1,2,5,9,2,2,11606,0,0,135000
6,6,5,1,2,3,6,1,0,9020,0,0,168500
8,5,6,1,1,3,6,0,0,9000,293,0,124000
6,8,5,1,2,2,8,0,1,4590,0,0,209500
6,7,5,1,2,3,4,0,1,11900,0,0,82500
6,5,7,1,1,3,7,0,0,9250,0,0,139400
4,6,5,2,2,0,6,0,0,6979,0,0,144000
14,6,7,2,0,8,3,0,0,10896,0,0,200000
4,2,3,1,0,1,1,0,1,6120,0,0,60000
7,5,4,2,1,3,11,0,0,6000,0,0,93000
4,5,7,1,0,2,5,0,0,8777,164,0,85000
7,8,5,1,3,1,10,0,1,3982,0,0,264561
6,8,5,1,2,1,4,1,1,12677,0,0,274000
7,7,5,1,2,3,5,1,1,7050,0,0,226000
9,8,7,1,2,4,7,1,3,13860,0,0,345000
7,5,5,1,2,4,4,1,0,10793,0,0,152000
7,9,5,1,3,2,10,1,1,9187,0,0,370878
5,6,5,1,2,3,3,1,0,10530,40,0,143250
7,5,5,1,2,3,7,0,0,7200,0,0,98300
5,6,5,1,2,3,6,0,2,10452,0,0,155000
7,6,5,1,2,4,6,1,1,7700,216,0,155000
3,4,6,1,0,1,12,0,0,1936,0,0,84500
7,7,6,1,2,3,5,1,0,8125,0,0,205950
7,4,5,1,1,4,10,0,1,9084,0,0,108000
7,7,5,1,2,2,7,1,1,8750,0,0,191000
7,6,7,1,1,3,6,0,0,10320,239,0,135000
7,8,6,1,3,2,8,1,1,10437,0,0,350000
6,6,5,1,1,3,3,1,0,1680,0,0,88000
5,5,7,1,1,3,8,1,0,10007,0,0,145500
6,7,6,1,1,3,2,1,1,7200,112,0,149000
6,6,5,1,1,3,1,0,1,17503,0,0,97500
7,5,7,1,2,3,3,0,0,9937,0,0,167000
7,7,7,1,2,3,11,1,1,12384,252,0,197900
8,8,7,1,3,4,7,1,1,46589,0,0,402000
5,6,3,1,2,2,7,0,2,13560,240,0,110000
6,4,5,1,2,3,4,0,0,10012,180,0,137500
8,8,5,1,3,1,1,1,1,20896,0,0,423000
7,8,5,1,2,3,11,1,1,11194,0,0,230500
7,6,5,1,2,3,8,1,1,18450,0,0,129000
7,6,5,1,2,3,10,0,1,8125,0,0,193500
6,5,6,1,2,3,11,1,1,14175,0,0,168000
5,4,5,1,1,2,7,0,1,11600,67,0,137500
7,6,5,1,2,3,2,1,0,8633,0,0,173500
6,6,6,1,1,3,7,0,0,6629,0,0,103600
6,6,6,1,2,3,6,1,1,11250,0,0,165000
7,6,7,1,2,3,6,0,2,14442,0,0,257500
5,6,6,1,1,3,7,0,1,9200,0,0,140000
7,6,6,1,2,3,4,1,1,2289,0,0,148500
8,4,2,2,3,4,5,0,0,9600,90,0,87000
5,5,8,1,1,2,5,0,0,9022,120,0,109500
7,8,5,1,3,3,7,1,1,11844,0,0,372500
5,5,5,1,2,3,10,0,0,9945,0,0,128500
5,6,5,1,1,2,5,0,1,8012,0,0,143000
6,5,5,1,1,3,7,0,0,4500,56,0,159434
6,6,5,1,2,2,11,0,1,2887,0,0,173000
7,9,5,1,3,3,7,0,1,11248,0,0,285000
7,7,5,1,2,4,6,1,0,16770,0,0,221000
6,7,5,1,2,3,9,0,1,5062,0,0,207500
7,7,6,1,2,3,8,0,0,10207,0,0,227875
4,7,5,1,2,2,3,1,0,5105,0,0,148800
7,8,6,1,2,2,10,0,1,8089,0,0,392000
6,6,5,1,2,2,6,0,1,7577,0,0,194700
3,6,5,1,2,1,5,0,1,4426,0,0,141000
10,10,6,1,3,4,1,1,2,21535,0,0,755000
9,7,5,1,2,4,4,1,2,26178,0,0,335000
4,5,6,1,1,2,12,0,0,5400,112,0,108480
5,5,6,1,2,3,4,1,0,6120,0,0,141500
5,6,6,1,2,2,7,0,1,13811,0,0,176000
4,5,7,1,1,2,6,0,0,6000,129,0,89000
6,5,7,1,1,2,9,0,0,6420,0,0,123500
5,5,8,1,1,3,4,0,1,8450,0,0,138500
5,7,5,1,2,2,7,0,0,4282,0,0,196000
7,8,5,1,3,3,5,0,1,14331,0,0,312500
6,7,5,1,2,3,7,1,0,9600,0,0,140000
10,8,5,1,3,4,7,1,1,12438,0,0,361919
8,5,9,2,2,4,5,0,1,7630,40,0,140000
7,7,5,1,2,3,5,0,0,8400,0,0,213000
7,4,5,2,0,3,7,0,0,5600,0,0,55000
5,7,5,1,2,2,6,0,2,115149,0,0,302000
6,8,5,1,2,2,12,0,1,6240,0,0,254000
8,7,5,1,2,3,7,1,1,9018,0,0,179540
6,5,7,1,1,3,12,0,0,7162,0,0,109900
5,3,6,1,0,2,7,0,0,4130,0,0,52000
7,4,7,1,1,2,1,0,0,8712,98,0,102776
5,8,5,1,2,2,10,0,1,4671,0,0,189000
6,4,5,1,2,3,5,0,0,9873,0,0,129000
6,6,8,1,2,3,3,1,0,13517,0,0,130500
7,6,5,1,2,3,8,0,1,10140,0,0,165000
8,7,8,1,2,3,7,1,0,10800,143,0,159500
5,5,6,1,2,3,11,1,1,10000,0,0,157000
9,7,5,1,3,3,8,1,1,10542,216,0,341000
5,5,6,1,1,3,5,1,1,9920,0,0,128500
5,8,5,1,2,2,12,0,1,6563,234,0,275000
3,6,5,1,2,1,5,0,0,4426,0,0,143000
5,4,7,1,2,3,7,0,0,8120,0,0,124500
7,4,6,1,1,4,5,0,0,8172,0,0,135000
8,9,5,1,3,3,2,0,1,13286,0,0,320000
5,4,6,1,2,3,11,0,0,6960,0,0,120500
5,6,9,1,2,3,12,0,1,21695,0,0,222000
6,7,5,1,2,2,2,0,0,7314,0,0,194500
9,5,5,2,3,4,7,0,0,11475,0,0,110000
5,4,5,1,2,2,1,0,0,6240,112,0,103000
5,8,5,1,2,2,3,0,1,5389,0,0,236500
6,7,5,1,2,3,5,0,1,9590,0,0,187500
8,7,5,1,2,3,7,1,1,11404,0,0,222500
6,5,6,1,1,3,3,0,1,10000,0,0,131400
6,5,5,1,1,3,5,0,0,8978,0,0,108000
6,7,7,1,2,2,10,1,2,10800,0,0,163000
6,3,4,2,2,2,7,0,0,8544,0,0,93500
8,8,5,1,3,3,6,1,1,10463,0,0,239900
5,5,5,1,0,3,3,0,0,10800,0,0,179000
7,7,5,1,2,3,4,1,0,9313,0,0,190000
7,5,7,1,2,2,5,0,0,9600,112,0,132000
5,6,8,1,1,3,5,0,0,6768,0,0,142000
6,7,5,1,2,3,12,0,0,8450,0,0,179000
6,5,6,1,2,3,10,0,1,12886,0,0,175000
5,8,5,1,2,2,10,0,1,5395,70,0,180000
11,8,9,1,2,4,7,1,2,8963,0,0,299800
8,7,5,1,2,4,4,1,1,8795,0,0,236000
8,7,7,1,4,4,5,1,1,11700,386,0,265979
7,7,5,1,2,3,3,0,1,10593,154,0,260400
9,4,3,1,1,4,4,0,0,8405,185,0,98000
7,4,7,1,0,3,6,0,0,8800,0,0,96500
6,7,5,1,2,3,8,1,0,7750,0,0,162000
6,6,5,1,2,3,7,0,0,9236,0,0,217000
8,8,5,1,3,3,3,1,1,10240,0,0,275500
5,6,8,1,2,3,7,0,0,7930,0,0,156000
6,6,5,1,2,3,3,1,0,3230,0,0,172500
7,8,5,1,2,3,4,1,0,10769,0,0,212000
6,6,5,1,2,3,4,1,1,11616,0,0,158900
6,7,5,1,2,3,8,1,0,2280,0,0,179400
9,8,5,1,3,4,11,1,1,12257,0,0,290000
5,6,6,1,1,2,10,0,0,9100,0,0,127500
5,5,5,1,2,2,10,0,0,6911,0,0,100000
7,7,5,1,2,3,6,1,0,8640,0,0,215200
8,8,5,1,3,3,7,1,1,9430,0,0,337000
6,8,5,1,2,2,4,1,1,9549,0,0,270000
6,9,5,1,2,2,8,0,1,14587,0,0,264132
7,7,5,1,2,3,3,1,1,10421,156,0,196500
7,6,7,1,1,4,7,0,0,12508,156,0,160000
8,7,5,1,2,3,10,0,1,9100,0,0,216837
12,8,5,1,3,4,6,1,1,53504,0,0,538000
5,5,5,1,2,2,4,0,0,7252,0,0,134900
6,4,5,1,2,2,4,0,0,8877,0,0,102000
6,6,5,1,2,3,3,0,1,7819,0,0,107000
5,5,5,1,1,2,7,0,0,10150,0,0,114500
9,8,5,1,3,3,7,0,1,14226,0,0,395000
5,6,5,1,2,2,6,0,0,4500,0,0,162000
7,7,5,1,3,3,7,0,0,11210,0,0,221500
5,5,5,1,2,3,6,0,1,13350,0,0,142500
10,5,5,2,2,4,10,0,2,8400,0,0,144000
4,6,5,1,2,2,5,0,0,10530,0,0,135000
6,7,5,1,2,3,6,0,1,7875,0,0,176000
7,6,5,1,2,3,7,1,0,7153,0,0,175900
6,7,5,1,2,3,6,0,0,16285,0,0,187100
4,5,6,1,2,1,7,0,1,9101,0,0,165500
9,6,6,1,0,3,6,0,1,6300,134,0,128000
7,6,5,1,2,3,9,0,1,9790,0,0,161500
7,5,6,1,1,4,6,0,0,10800,196,0,139000
8,7,5,1,2,4,1,1,0,10142,0,0,233000
4,4,7,1,1,2,8,0,0,6000,0,0,107900
9,6,8,1,2,5,7,1,0,12205,0,0,187500
5,7,5,1,2,2,9,0,1,3182,0,0,160200
5,6,5,1,2,3,5,0,2,11333,0,0,146800
8,7,5,1,2,3,6,1,1,9920,0,0,269790
7,8,5,1,2,3,6,0,0,9158,0,0,225000
7,7,5,1,2,3,10,1,1,10832,0,0,194500
7,6,6,1,2,3,4,1,1,8400,0,0,171000
7,6,5,1,2,3,4,1,1,8197,0,0,143500
4,5,5,1,1,2,4,0,0,7677,0,0,110000
11,9,5,1,3,4,7,1,2,13518,0,0,485000
7,5,7,1,1,3,6,1,2,7200,264,0,175000
8,6,5,1,2,4,5,1,0,12798,185,0,200000
5,4,7,1,2,2,7,0,0,4800,0,0,109900
7,7,5,1,2,3,10,1,1,8199,0,0,189000
12,9,5,1,3,4,1,1,1,13891,0,0,582933
5,5,5,1,1,2,6,0,0,9000,0,0,118000
6,7,5,1,2,3,7,0,0,12274,0,0,227680
6,5,5,1,1,3,10,0,0,9750,0,0,135500
6,5,6,1,2,3,5,1,1,21384,0,0,223500
6,5,5,1,2,3,6,0,1,13400,0,0,159950
11,5,5,3,2,2,11,0,0,8100,0,0,106000
5,6,6,1,2,3,1,1,1,10140,0,648,181000
4,6,5,1,2,1,6,0,1,4438,0,0,144500
4,5,5,1,2,2,6,0,0,8712,0,0,55993
7,6,6,1,1,4,4,1,0,9750,275,0,157900
7,5,7,1,1,3,7,1,0,8248,96,0,116000
6,7,5,1,2,3,5,0,0,12137,0,0,224900
4,5,6,1,1,2,7,0,1,11425,120,0,137000
7,8,5,1,3,3,7,0,2,13265,0,0,271000
6,6,7,1,2,3,6,0,0,8816,0,0,155000
6,7,5,1,2,2,6,0,1,6371,0,0,224000
6,7,5,1,2,3,6,1,0,7226,0,0,183000
4,4,4,1,2,2,2,0,0,6000,112,0,93000
7,7,5,1,2,3,10,1,1,12394,0,0,225000
7,6,7,1,1,3,7,0,1,9900,0,0,139500
7,8,5,1,2,3,6,0,1,11216,0,0,232600
7,10,5,1,3,2,6,0,1,14803,0,0,385000
5,5,6,1,0,2,5,0,0,6130,116,0,109500
6,7,5,1,2,3,4,0,1,8529,0,0,189000
7,5,5,1,2,3,6,1,0,28698,0,0,185000
4,7,5,1,2,2,7,1,0,2544,0,0,147400
6,6,5,1,2,3,6,1,2,11900,0,0,166000
4,7,5,1,2,2,6,1,0,3180,0,0,151000
7,7,6,1,2,3,1,1,1,9548,0,0,237000
6,6,6,1,2,3,2,1,0,10004,0,0,167000
6,5,6,1,2,3,9,0,0,7875,0,0,139950
4,4,7,1,2,2,2,0,0,9600,0,0,128000
5,5,6,1,2,2,6,0,0,8100,230,0,153500
5,6,5,1,1,2,11,1,0,1680,0,0,100000
6,5,6,1,1,3,6,1,0,9525,0,0,144000
6,5,6,1,1,3,5,0,0,11767,0,0,130500
7,6,8,1,1,4,3,0,0,12155,254,0,140000
8,5,8,1,2,3,6,0,1,10440,68,0,157500
6,6,7,1,2,3,5,1,0,9020,0,0,174900
10,5,4,2,0,6,7,0,0,8000,0,0,141000
7,5,8,1,3,4,6,1,1,12665,194,0,153900
6,5,5,1,2,3,1,0,2,16647,0,0,171000
7,7,5,1,2,3,7,1,1,9317,192,0,213000
5,5,6,1,1,3,8,0,1,15523,0,0,133500
10,6,8,1,2,5,9,0,1,45600,0,0,240000
7,6,7,1,2,3,8,1,1,9600,0,0,187000
3,6,5,1,2,1,11,0,0,4435,0,0,131500
7,8,5,1,2,2,5,0,1,3196,0,0,215000
7,7,5,1,1,4,8,0,2,7128,0,0,164000
7,6,6,1,2,3,8,1,1,12095,0,0,158000
6,5,4,1,2,3,7,1,1,17920,0,0,170000
6,5,8,1,1,3,4,1,0,6897,0,0,127000
5,6,6,1,2,3,10,0,0,10970,34,0,147000
6,6,5,1,2,3,3,1,1,8125,0,0,174000
6,7,5,1,2,3,6,0,1,10400,0,0,152000
9,6,7,1,2,4,8,1,1,11029,0,0,250000
7,7,8,1,1,3,6,1,1,7642,0,0,189950
6,5,4,1,2,3,4,1,0,11625,0,0,131500
6,6,5,1,2,3,5,0,0,9672,0,0,152000
6,5,5,1,1,3,7,0,0,7931,0,0,132500
6,7,5,1,2,3,5,0,0,8640,0,0,250580
5,5,6,1,2,3,8,0,0,8750,0,0,148500
6,8,5,1,3,3,11,0,1,10656,0,0,248900
5,4,5,1,2,3,5,1,0,6970,0,0,129000
7,5,6,1,2,2,5,0,1,14762,0,0,169000
8,7,5,1,2,3,6,1,1,9938,0,0,236000
5,5,5,1,1,2,8,0,0,6600,0,0,109500
7,6,5,1,2,3,6,1,0,8750,0,0,200500
5,5,7,1,2,3,10,0,0,8892,150,0,116000
6,5,7,1,1,3,9,0,1,12144,0,0,133000
5,5,6,1,1,3,8,1,0,5720,0,0,66500
11,8,5,1,2,4,8,1,1,9000,0,0,303477
5,4,5,1,2,3,1,0,0,25286,0,0,132250
10,9,5,1,3,4,6,1,1,8834,0,0,350000
6,5,7,1,2,3,6,0,0,11782,0,0,148000
6,5,8,1,1,3,7,0,0,7000,0,0,136500
5,5,5,1,2,2,6,1,0,7024,0,0,157000
7,7,5,1,2,3,4,1,1,13758,0,0,187500
7,6,5,1,2,3,12,1,1,9636,0,0,178000
10,4,5,1,1,5,3,0,0,6204,0,0,118500
5,5,5,1,1,3,7,0,0,7150,0,0,100000
5,9,5,1,2,2,1,0,1,5119,0,0,328900
8,5,5,2,2,4,6,0,0,8393,0,0,145000
8,5,7,1,1,3,4,1,0,16466,0,0,135500
8,8,6,1,2,4,10,0,1,15865,0,0,268000
6,6,4,1,2,2,2,0,1,12160,0,0,149500
6,5,7,1,2,3,7,0,1,8064,0,0,122900
7,6,5,1,2,3,7,1,1,11184,0,0,172500
6,6,8,1,1,3,2,0,0,8414,0,0,154500
6,5,5,1,1,3,6,0,1,13284,0,0,165000
8,5,5,2,2,4,6,0,0,7018,0,0,118858
8,6,5,1,2,4,10,1,1,7056,0,0,140000
6,4,6,1,1,2,4,0,0,8765,0,0,106500
12,5,5,2,2,6,6,0,0,7018,0,0,142953
11,9,5,1,3,2,3,1,2,12919,0,0,611657
6,5,7,1,1,3,6,0,1,6993,0,0,135000
4,4,6,1,1,2,6,0,0,7340,0,0,110000
5,5,7,1,1,2,5,0,0,8712,0,0,153000
8,7,5,1,2,3,7,1,1,7875,0,0,180000
7,7,5,1,3,3,8,0,1,14859,0,0,240000
6,5,6,1,1,3,8,0,0,6173,0,0,125500
6,5,5,1,1,3,2,0,0,9920,164,0,128000
8,8,5,1,3,3,6,0,1,13501,0,0,255000
6,7,7,1,1,3,6,1,1,11500,0,0,250000
5,5,5,1,2,2,6,0,0,8885,0,0,131000
8,6,5,1,2,3,6,1,1,12589,0,0,174000
12,5,5,2,2,5,1,0,0,11600,0,0,154300
5,5,7,1,1,3,10,1,0,9286,0,0,143500
6,5,7,1,1,3,7,0,0,6120,112,0,88000
8,5,6,2,3,4,8,0,0,6270,0,0,145000
4,6,5,1,2,2,6,1,0,3000,0,0,173733
6,4,5,1,1,3,1,1,0,2001,0,0,75000
4,2,3,1,1,1,10,0,0,9000,0,0,35311
6,4,6,1,1,3,4,0,0,17140,0,0,135000
8,7,5,1,3,4,11,1,1,13125,224,0,238000
6,6,8,1,2,3,5,0,1,11029,0,0,176500
7,6,5,1,2,3,7,1,0,8462,0,0,201000
9,5,7,2,0,4,9,2,0,8777,0,0,145900
6,6,5,1,2,3,10,0,1,10237,0,0,169990
5,6,5,1,2,2,7,0,1,8012,0,0,193000
7,6,6,1,2,3,5,0,1,10240,0,0,207500
6,5,6,1,2,3,3,0,0,15611,0,0,175000
10,8,5,1,3,4,5,1,1,11999,0,0,285000
9,7,5,1,2,4,4,1,1,9900,0,0,176000
7,8,5,1,2,3,6,0,1,11838,0,0,236500
8,7,5,1,2,4,11,1,1,13006,0,0,222000
7,8,5,1,3,3,7,0,0,8925,0,0,201000
5,5,6,1,1,2,7,0,0,9100,0,0,117500
8,9,5,1,3,3,3,0,1,11670,0,0,320000
6,7,5,1,2,3,8,0,0,8487,0,0,190000
9,7,7,1,2,4,11,0,1,27650,0,0,242000
5,4,5,1,2,1,6,0,0,5825,32,0,79900
5,7,5,1,2,2,8,0,0,10083,0,0,184900
8,7,5,1,2,3,2,1,1,9675,0,0,253000
7,7,5,1,3,3,8,1,0,8760,0,0,239799
10,7,7,1,1,4,6,0,2,24090,318,0,244400
8,6,5,2,2,4,7,0,0,12640,0,0,150900
8,7,5,1,2,3,6,1,1,8755,0,0,214000
8,4,3,2,0,4,8,0,0,7711,0,0,150000
8,5,4,2,2,4,6,0,0,25000,0,0,143000
7,6,6,1,2,3,1,0,1,14375,0,0,137500
7,5,6,1,2,2,9,0,0,8820,244,0,124900
6,5,6,1,1,3,3,0,1,8163,0,0,143000
9,8,5,1,3,3,11,0,1,14536,0,0,270000
7,7,5,1,2,3,2,1,1,14006,0,0,192500
5,6,7,1,2,3,3,1,1,9360,0,0,197500
5,5,8,1,2,3,7,0,0,7200,0,0,129000
6,5,5,1,1,3,7,0,0,7800,0,0,119900
5,5,8,1,1,2,4,0,0,7200,0,0,133900
7,5,4,1,2,4,9,1,1,11075,0,0,172000
4,6,5,0,0,4,10,0,0,9400,0,0,127500
8,6,6,2,2,4,8,0,0,7136,0,0,145000
5,6,6,1,2,2,5,1,1,1300,0,0,124000
6,5,5,1,2,3,4,0,0,7420,0,0,132000
6,7,5,1,2,3,10,0,0,8450,0,0,185000
6,7,5,1,2,3,5,1,0,2572,0,0,155000
4,5,7,1,0,2,2,0,0,7207,0,0,116500
11,6,7,1,2,4,7,1,1,12227,0,0,272000
7,6,6,1,2,3,7,1,1,2308,0,0,155000
7,9,5,1,2,2,5,0,0,11923,0,0,239000
8,7,5,1,2,4,2,1,1,11316,0,0,214900
8,6,5,1,2,3,7,1,1,10237,0,0,178900
7,5,7,1,1,2,6,1,2,9600,0,0,160000
6,5,7,1,1,3,7,0,0,7390,0,0,135000
6,3,6,1,0,2,5,0,0,5925,0,0,37900
6,6,5,1,1,2,3,0,0,10382,0,0,140000
6,4,4,1,0,4,12,1,0,10800,0,0,135000
6,7,5,1,2,2,7,0,0,2268,0,0,173000
5,6,5,1,1,2,4,0,1,7892,0,0,99500
6,7,5,1,2,3,12,0,0,11639,0,0,182000
8,7,8,1,2,3,10,0,0,11414,0,0,167500
6,7,5,1,2,3,4,1,0,2651,0,0,165000
4,4,7,1,0,2,8,0,0,5900,0,0,85500
4,7,5,1,2,1,11,1,0,4274,0,0,199900
5,4,5,1,2,3,5,0,0,9450,0,0,110000
5,5,6,1,2,3,6,0,0,8816,0,0,139000
6,7,9,1,2,3,7,0,0,12122,0,0,178400
8,8,5,1,3,4,7,1,1,12203,0,0,336000
6,7,5,1,2,2,3,0,1,3182,0,0,159895
9,8,5,1,2,4,5,1,1,11250,0,0,255900
8,5,5,2,2,4,8,0,0,10125,0,0,126000
5,5,5,1,1,3,8,0,0,10880,0,0,125000
5,6,8,1,1,2,6,0,0,5310,0,0,117000
8,9,5,1,3,3,4,1,1,10159,0,0,395192
8,6,6,1,2,4,6,1,1,12046,0,0,195000
